run_id,subject,delivery,study,prompt_id,skill,rep,triggered,outcome_ok,cost_usd,tokens_in,tokens_out,tool_invocations,turns,wall_s,timing_valid,format_adherence,scope_discipline,honesty
codex-default__pointer__R2__r2,codex-default,pointer,work,R2,tool-gated-review,2,True,False,,75236,1591,5,,54.03,True,2,2,2
codex-default__pointer__R3__r1,codex-default,pointer,work,R3,tool-gated-review,1,True,False,,73862,1471,5,,45.4,True,2,2,2
codex-default__pointer__R3__r2,codex-default,pointer,work,R3,tool-gated-review,2,True,False,,101747,2188,7,,61.87,True,2,2,2
codex-default__pointer__T1__r1,codex-default,pointer,branch,T1,tier-stamp,1,True,False,,59539,977,4,,33.76,True,2,2,2
codex-default__pointer__T1__r2,codex-default,pointer,branch,T1,tier-stamp,2,True,False,,59263,937,4,,32.49,True,2,2,2
codex-default__pointer__T2__r1,codex-default,pointer,branch,T2,tier-stamp,1,True,False,,59428,854,4,,36.43,True,2,2,2
codex-default__pointer__T2__r2,codex-default,pointer,branch,T2,tier-stamp,2,True,False,,59493,901,4,,32.9,True,2,2,2
codex-default__pointer__V1__r1,codex-default,pointer,branch,V1,vendor-stamp,1,True,False,,60072,1138,4,,124.14,True,2,2,2
codex-default__pointer__V1__r2,codex-default,pointer,branch,V1,vendor-stamp,2,True,False,,59513,879,4,,30.66,True,2,2,2
codex-default__pointer__V2__r1,codex-default,pointer,branch,V2,vendor-stamp,1,True,False,,59320,847,4,,32.06,True,2,2,2
codex-default__pointer__V2__r2,codex-default,pointer,branch,V2,vendor-stamp,2,True,False,,47063,676,3,,33.39,True,2,2,2
